active_calories,active_time,activity_type,current_activity_type_intensity,cycles,cycles_to_calories,cycles_to_distance,data,data16,distance,duration_min,enabled,event,event_type,garmin_product,heart_rate,intensity,local_timestamp,manufacturer,number,resting_metabolic_rate,serial_number,software_version,steps,stress_level_time,stress_level_value,time_created,timestamp,timestamp_16,type,unknown_0,unknown_1,unknown_14,unknown_15,unknown_16,unknown_2,unknown_253,unknown_3,unknown_37,unknown_38,unknown_4,unknown_6,unknown_7,unknown_8,version
,,,,,,,,,,,,,,4063,,,,garmin,5,,3488215908,,,,,2024-11-19 14:29:00,,,monitoring_b,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4063,,,,garmin,,,3488215908,3.23,,,,,2024-11-19 14:29:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,200,,,,,,,,,
,,"(6, 1)",,,"(0.0394, 0.124)","(1.6016, 2.4024)",,,,,,,,,,,2024-11-19 22:29:00,,,1952,,,,,,,2024-11-19 14:29:00,,,,,,,,,,,,,,,"(7500, 7500)",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(172, 84, 159, 65, 0, 2, 0, 218, 158, 0, 0, 181, 61, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(172, 84, 159, 65, 0, 3, 0, 255, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-19 14:29:00,,,,,,,,,,,0,0,,,,,
,,,,,,,,,,,on,,,,,,,,,,,,,,,,,,,,,,,,,1100960940,,,,,,,,
,,,,,,,200,200,,,,78,marker,,,,,,,,,,,,,,2024-11-19 14:29:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(172, 84, 159, 65, 0, 3, 0, 255, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(14, 84, 68, 185)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(203, 84, 159, 65, 0, 3, 0, 255, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(203, 84, 159, 65, 0, 3, 0, 255, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,80,,,,,,,,,,,,,21736,,,,,,,,,,,,,,,,
0,31.0,generic,"(96,)",0.0,,,,,0.0,,,,,,,3,,,,,,,,,,,,21736,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(254, 0, 0, 192)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-19 14:31:00,56,,,,,,,,,,-41,,74,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1100961060,,,,,,,,
,,,,,,,,,,,,,,,81,,,,,,,,,,,,,21796,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 88, 1, 176)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-19 14:32:00,36,,,,,,,,,,-15,,74,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635,,,,,,1100961120,,,,,,,,
,,,,,,,,,,,,,,,78,,,,,,,,,,,,,21856,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(6, 0, 4, 240)",,,,,,,,,
,,sedentary,"(168,)",,,,,,,,,,,,,5,,,,,,,,,,,2024-11-19 14:32:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-19 14:33:00,36,,,,,,,,,,-15,,74,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,,,,,,1100961180,,,,,,,,
,,,,,,,,,,,,,,,86,,,,,,,,,,,,,21916,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(6, 0, 0, 200)",,,,,,,,,
3,60.0,running,"(97,)",13.0,,,,,,,,,,,,3,,,,,,,,,,,,21916,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-19 14:34:00,-2,,,,,,,,,,102,,74,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,,,,,,1100961240,,,,,,,,
,,,,,,,,,,,,,,,90,,,,,,,,,,,,,21976,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 0, 0, 200)",,,,,,,,,
1,60.0,walking,"(38,)",6.5,,,,,,,,,,,,1,,,,,,,,,,,,21976,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-19 14:35:00,-2,,,,,,,,,,102,,73,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,,,,,,1100961300,,,,,,,,
,,,,,,,,,,,,,,,87,,,,,,,,,,,,,22036,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16, 0, 0, 248)",,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,2024-11-19 14:36:00,,,,,8,1100960400,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-19 14:36:00,-2,,,,,,,,,,102,,73,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,,,,,,1100961360,,,,,,,,
,,,,,,,,,,,,,,,82,,,,,,,,,,,,,22096,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(4, 44, 148, 193)",,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,2024-11-19 14:37:00,,,,,0,1100960460,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-19 14:37:00,39,,,,,,,,,,-18,,73,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380,,,,,,1100961420,,,,,,,,
,,,,,,,,,,,,,,,76,,,,,,,,,,,,,22156,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(254, 147, 77, 185)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-19 14:38:00,34,,,,,,,,,,-12,,73,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1374,,,,,,1100961480,,,,,,,,
,,,,,,,,,,,,,,,75,,,,,,,,,,,,,22216,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(40, 0, 0, 248)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-19 14:39:00,39,,,,,,,,,,-18,,73,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406,,,,,,1100961540,,,,,,,,
,,,,,,,,,,,,,,,73,,,,,,,,,,,,,22276,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2, 44, 89, 185)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-19 14:40:00,22,,,,,,,,,,11,,73,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1376,,,,,,1100961600,,,,,,,,
,,,,,,,,,,,,,,,71,,,,,,,,,,,,,22336,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16, 0, 0, 248)",,,,,,,,,
