active_calories,active_time,activity_type,current_activity_type_intensity,cycles,cycles_to_calories,cycles_to_distance,data,data16,distance,duration_min,enabled,event,event_type,garmin_product,heart_rate,intensity,local_timestamp,manufacturer,number,resting_metabolic_rate,serial_number,software_version,steps,stress_level_time,stress_level_value,time_created,timestamp,timestamp_16,type,unknown_0,unknown_1,unknown_14,unknown_15,unknown_16,unknown_2,unknown_253,unknown_3,unknown_37,unknown_38,unknown_4,unknown_6,unknown_7,unknown_8,version
,,,,,,,,,,,,,,4063,,,,garmin,6,,3488215908,,,,,2024-11-19 14:40:00,,,monitoring_b,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4063,,,,garmin,,,3488215908,3.23,,,,,2024-11-19 14:40:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,200,,,,,,,,,
,,"(6, 1)",,,"(0.0394, 0.124)","(1.6016, 2.4024)",,,,,,,,,,,2024-11-19 22:40:00,,,1952,,,,,,,2024-11-19 14:40:00,,,,,,,,,,,,,,,"(7500, 7500)",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(64, 87, 159, 65, 0, 2, 0, 218, 158, 0, 0, 181, 61, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(64, 87, 159, 65, 0, 3, 0, 255, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
0,31.0,generic,,0.0,,,,,0.0,1360,,,,,,,,,,,,,,,,,2024-11-19 14:40:00,,,,,,,,,,,,,,,,,
1,60.0,walking,,,,,,,10.41,1360,,,,,,,,,,,,,13,,,,2024-11-19 14:40:00,,,,,,,,,,,,,,,,,
3,60.0,running,,,,,,,31.23,1360,,,,,,,,,,,,,26,,,,2024-11-19 14:40:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-19 14:40:00,,,,,,,,,,,0,0,,,,,
,,,,,,,,,,,on,,,,,,,,,,,,,,,,,,,,,,,,,1100961600,,,,,,,,
,,,,,,,200,200,,,,78,marker,,,,,,,,,,,,,,2024-11-19 14:40:00,,,,,,,,,,,,,,,,,
,,,,,,,4,4,,,,54,marker,,,,,,,,,,,,,,2024-11-19 14:41:00,,,,,8,1100960520,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-19 14:41:00,27,,,,,,,,,,-3,,73,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355,,,,,,1100961660,,,,,,,,
,,,,,,,,,,,,,,,83,,,,,,,,,,,,,22396,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(84, 173, 20, 193)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-19 14:42:00,49,,,,,,,,,,-32,,73,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1386,,,,,,1100961720,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(8, 92, 1, 176)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-19 14:43:00,48,,,,,,,,,,-30,,73,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399,,,,,,1100961780,,,,,,,,
,,,,,,,,,,,,,,,85,,,,,,,,,,,,,22516,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(6, 0, 4, 240)",,,,,,,,,
,,sedentary,"(136,)",,,,,,,,,,,,,4,,,,,,,,,,,2024-11-19 14:43:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-19 14:44:00,63,,,,,,,,,,-50,,73,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1389,,,,,,1100961840,,,,,,,,
,,,,,,,,,,,,,,,96,,,,,,,,,,,,,22576,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(46, 0, 0, 248)",,,,,,,,,
4,120.0,walking,"(70,)",11.0,,,,,,,,,,,,2,,,,,,,,,,,,22576,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-19 14:45:00,-2,,,,,,,,,,102,,72,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,,,,,,1100961900,,,,,,,,
