active_calories,active_time,activity_type,current_activity_type_intensity,cycles,cycles_to_calories,cycles_to_distance,data,data16,distance,duration_min,enabled,event,event_type,garmin_product,heart_rate,intensity,local_timestamp,manufacturer,number,resting_metabolic_rate,serial_number,software_version,steps,stress_level_time,stress_level_value,time_created,timestamp,timestamp_16,type,unknown_0,unknown_1,unknown_14,unknown_15,unknown_16,unknown_2,unknown_253,unknown_3,unknown_37,unknown_38,unknown_4,unknown_6,unknown_7,unknown_8,version
,,,,,,,,,,,,,,4063,,,,garmin,23,,3488215908,,,,,2024-11-21 09:05:00,,,monitoring_b,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4063,,,,garmin,,,3488215908,3.25,,,,,2024-11-21 09:05:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,200,,,,,,,,,
,,"(6, 1)",,,"(0.0394, 0.124)","(1.6016, 2.4024)",,,,,,,,,,,2024-11-21 17:05:00,,,1952,,,,,,,2024-11-21 09:05:00,,,,,,,,,,,,,,,"(7470, 7470)",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(188, 171, 161, 65, 0, 2, 0, 218, 158, 0, 0, 181, 61, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(188, 171, 161, 65, 0, 3, 0, 255, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
222,5520.0,generic,,0.0,,,,,0.0,1025,,,,,,,,,,,,,,,,,2024-11-21 09:05:00,,,,,,,,,,,,,,,,,
208,3055.0,walking,,,,,,,2715.51,1025,,,,,,,,,,,,,3391,,,,2024-11-21 09:05:00,,,,,,,,,,,,,,,,,
1,45.0,running,,,,,,,52.86,1025,,,,,,,,,,,,,44,,,,2024-11-21 09:05:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-21 09:05:00,,,,,,,,,,,6,7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,55,,,,,1101114300,,,,,,,,
,,,,,,,,,,,on,,,,,,,,,,,,,,,,,,,,,,,,,1101114300,,,,,,,,
,,,,,,,200,200,,,,78,marker,,,,,,,,,,,,,,2024-11-21 09:05:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(188, 171, 161, 65, 3, 0, 107, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(188, 171, 161, 65, 3, 3, 101, 57, 4, 0, 219, 255, 255, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(188, 171, 161, 65, 3, 4, 30, 7, 0, 0, 254, 255, 255, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(188, 171, 161, 65, 3, 5, 177, 1, 0, 0, 254, 255, 255, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(188, 171, 161, 65, 3, 6, 109, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(188, 171, 161, 65, 3, 9, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(188, 171, 161, 65, 3, 10, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(188, 171, 161, 65, 3, 11, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-21 09:06:00,73,,,,,,,,,,-64,,45,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1372,,,,,,1101114360,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(4, 98, 13, 40)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-21 09:07:00,71,,,,,,,,,,-61,,45,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1341,,,,,,1101114420,,,,,,,,
,,,,,,,,,,,,,,,87,,,,,,,,,,,,,44084,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(192, 31, 240, 55)",,,,,,,,,
,,,,,,,18,18,,,,54,marker,,,,,,,,,,,,,,2024-11-21 09:08:00,,,,,8,1101112500,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-21 09:08:00,65,,,,,,,,,,-53,,45,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287,,,,,,1101114480,,,,,,,,
,,,,,,,,,,,,,,,85,,,,,,,,,,,,,44144,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(4, 0, 4, 240)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-21 09:09:00,65,,,,,,,,,,-53,,45,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1266,,,,,,1101114540,,,,,,,,
,,,,,,,,,,,,,,,87,,,,,,,,,,,,,44204,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 64, 1, 176)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-21 09:10:00,63,,,,,,,,,,-51,,45,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1362,,,,,,1101114600,,,,,,,,
,,,,,,,,,,,,,,,84,,,,,,,,,,,,,44264,,,,,,,,,,,,,,,,
