active_calories,active_time,activity_type,current_activity_type_intensity,cycles,cycles_to_calories,cycles_to_distance,data,data16,distance,duration_min,enabled,event,event_type,garmin_product,heart_rate,intensity,local_timestamp,manufacturer,number,resting_metabolic_rate,serial_number,software_version,steps,stress_level_time,stress_level_value,time_created,timestamp,timestamp_16,type,unknown_0,unknown_1,unknown_14,unknown_15,unknown_16,unknown_2,unknown_253,unknown_3,unknown_37,unknown_38,unknown_4,unknown_6,unknown_7,unknown_8,version
,,,,,,,,,,,,,,4063,,,,garmin,52,,3488215908,,,,,2024-11-27 04:33:00,,,monitoring_b,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4063,,,,garmin,,,3488215908,3.25,,,,,2024-11-27 04:33:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,200,,,,,,,,,
,,"(6, 1)",,,"(0.039, 0.1234)","(1.5924, 2.3886)",,,,,,,,,,,2024-11-27 12:33:00,,,1942,,,,,,,2024-11-27 04:33:00,,,,,,,,,,,,,,,"(5740, 5740)",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(252, 84, 169, 65, 0, 2, 0, 10, 158, 0, 0, 20, 60, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(252, 84, 169, 65, 0, 3, 0, 255, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
26,540.0,generic,,0.0,,,,,0.0,753,,,,,,,,,,,,,,,,,2024-11-27 04:33:00,,,,,,,,,,,,,,,,,
99,2520.0,walking,,,,,,,2357.56,753,,,,,,,,,,,,,2961,,,,2024-11-27 04:33:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-27 04:33:00,,,,,,,,,,,0,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,52,,,,,1101616380,,,,,,,,
,,,,,,,,,,,on,,,,,,,,,,,,,,,,,,,,,,,,,1101616380,,,,,,,,
,,,,,,,200,200,,,,78,marker,,,,,,,,,,,,,,2024-11-27 04:33:00,,,,,,,,,,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,2024-11-27 04:34:00,,,,,8,1101615480,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-27 04:34:00,-1,,,,,,,,,,101,,47,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2071,,,,,,1101616440,,,,,,,,
,,,,,,,,,,,,,,,105,,,,,,,,,,,,,21816,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16, 0, 0, 248)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2180,,,,,,1101616500,,,,,,,,
,,,,,,,,,,,,,,,93,,,,,,,,,,,,,21876,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(254, 0, 0, 192)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-27 04:36:00,74,,,,,,,,,,-65,,47,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2122,,,,,,1101616560,,,,,,,,
,,,,,,,,,,,,,,,86,,,,,,,,,,,,,21936,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16, 132, 177, 185)",,,,,,,,,
,,,,,,,3,3,,,,54,marker,,,,,,,,,,,,,,2024-11-27 04:37:00,,,,,0,1101615540,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-27 04:37:00,59,,,,,,,,,,-45,,47,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2094,,,,,,1101616620,,,,,,,,
,,,,,,,,,,,,,,,78,,,,,,,,,,,,,21996,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(18, 100, 1, 176)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-27 04:38:00,35,,,,,,,,,,-13,,47,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069,,,,,,1101616680,,,,,,,,
,,,,,,,,,,,,,,,68,,,,,,,,,,,,,22056,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(34, 0, 0, 248)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-27 04:39:00,-1,,,,,,,,,,101,,47,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2074,,,,,,1101616740,,,,,,,,
,,,,,,,,,,,,,,,65,,,,,,,,,,,,,22116,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(14, 144, 77, 185)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-27 04:40:00,-1,,,,,,,,,,101,,47,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,,,,,,1101616800,,,,,,,,
,,,,,,,,,,,,,,,67,,,,,,,,,,,,,22176,,,,,,,,,,,,,,,,
