active_calories,active_time,activity_type,current_activity_type_intensity,cycles,cycles_to_calories,cycles_to_distance,data,data16,distance,duration_min,enabled,event,event_type,garmin_product,heart_rate,intensity,local_timestamp,manufacturer,number,resting_metabolic_rate,serial_number,software_version,steps,stress_level_time,stress_level_value,time_created,timestamp,timestamp_16,type,unknown_0,unknown_1,unknown_14,unknown_15,unknown_16,unknown_2,unknown_253,unknown_3,unknown_37,unknown_38,unknown_4,unknown_6,unknown_7,unknown_8,version
,,,,,,,,,,,,,,4063,,,,garmin,54,,3488215908,,,,,2024-11-27 12:34:00,,,monitoring_b,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4063,,,,garmin,,,3488215908,3.25,,,,,2024-11-27 12:34:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,200,,,,,,,,,
,,"(6, 1)",,,"(0.039, 0.1234)","(1.5924, 2.3886)",,,,,,,,,,,2024-11-27 20:34:00,,,1942,,,,,,,2024-11-27 12:34:00,,,,,,,,,,,,,,,"(5740, 5740)",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(184, 197, 169, 65, 0, 2, 0, 10, 158, 0, 0, 20, 60, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(184, 197, 169, 65, 0, 3, 0, 255, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
178,4320.0,generic,,0.0,,,,,0.0,1234,,,,,,,,,,,,,,,,,2024-11-27 12:34:00,,,,,,,,,,,,,,,,,
299,5940.0,walking,,,,,,,6090.95,1234,,,,,,,,,,,,,7650,,,,2024-11-27 12:34:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-27 12:34:00,,,,,,,,,,,0,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,52,,,,,1101645240,,,,,,,,
,,,,,,,,,,,on,,,,,,,,,,,,,,,,,,,,,,,,,1101645240,,,,,,,,
,,,,,,,200,200,,,,78,marker,,,,,,,,,,,,,,2024-11-27 12:34:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(199, 197, 169, 65, 3, 0, 226, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(199, 197, 169, 65, 3, 3, 71, 75, 9, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(199, 197, 169, 65, 3, 4, 93, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(199, 197, 169, 65, 3, 5, 221, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(199, 197, 169, 65, 3, 6, 128, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(199, 197, 169, 65, 3, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(199, 197, 169, 65, 3, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(199, 197, 169, 65, 3, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(102, 102, 0, 16)",,,,,,,,,
,,,,,,,2,2,,,,54,marker,,,,,,,,,,,,,,2024-11-27 12:35:00,,,,,8,1101644280,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-27 12:35:00,84,,,,,,,,,,-79,,9,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1319,,,,,,1101645300,,,,,,,,
,,,,,,,,,,,,,,,92,,,,,,,,,,,,,50676,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(34, 0, 0, 248)",,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,2024-11-27 12:36:00,,,,,0,1101644400,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-27 12:36:00,87,,,,,,,,,,-82,,8,,,1,,,,
