active_calories,active_time,activity_type,current_activity_type_intensity,cycles,cycles_to_calories,cycles_to_distance,data,data16,distance,duration_min,enabled,event,event_type,garmin_product,heart_rate,intensity,local_timestamp,manufacturer,number,resting_metabolic_rate,serial_number,software_version,steps,stress_level_time,stress_level_value,time_created,timestamp,timestamp_16,type,unknown_0,unknown_1,unknown_14,unknown_15,unknown_16,unknown_2,unknown_253,unknown_3,unknown_37,unknown_38,unknown_4,unknown_6,unknown_7,unknown_8,version
,,,,,,,,,,,,,,4063,,,,garmin,83,,3488215908,,,,,2024-12-02 12:50:00,,,monitoring_b,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4063,,,,garmin,,,3488215908,3.25,,,,,2024-12-02 12:50:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,200,,,,,,,,,
,,"(6, 1)",,,"(0.039, 0.1234)","(1.5924, 2.3886)",,,,,,,,,,,2024-12-02 20:50:00,,,1942,,,,,,,2024-12-02 12:50:00,,,,,,,,,,,,,,,"(5690, 5690)",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(37, 97, 176, 65, 0, 2, 0, 10, 158, 0, 0, 20, 60, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(37, 97, 176, 65, 0, 3, 0, 255, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
159,5220.0,generic,,0.0,,,,,0.0,1250,,,,,,,,,,,,,,,,,2024-12-02 12:50:00,,,,,,,,,,,,,,,,,
228,3945.0,walking,,,,,,,3563.83,1250,,,,,,,,,,,,,4476,,,,2024-12-02 12:50:00,,,,,,,,,,,,,,,,,
0,15.0,running,,,,,,,27.47,1250,,,,,,,,,,,,,23,,,,2024-12-02 12:50:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 12:50:00,,,,,,,,,,,10,3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,55,,,,,1102078200,,,,,,,,
,,,,,,,,,,,on,,,,,,,,,,,,,,,,,,,,,,,,,1102078200,,,,,,,,
,,,,,,,200,200,,,,78,marker,,,,,,,,,,,,,,2024-12-02 12:50:45,,,,,,,,,,,,,,,,,
,,,,,,,2,2,,,,54,marker,,,,,,,,,,,,,,2024-12-02 12:51:00,,,,,0,1102077240,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 12:51:00,78,,,,,,,,,,-71,,12,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360,,,,,,1102078260,,,,,,,,
,,,,,,,,,,,,,,,90,,,,,,,,,,,,,24884,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(52, 97, 176, 65, 3, 0, 147, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(52, 97, 176, 65, 3, 3, 218, 122, 5, 0, 226, 255, 255, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(52, 97, 176, 65, 3, 4, 25, 8, 0, 0, 255, 255, 255, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(52, 97, 176, 65, 3, 5, 132, 1, 0, 0, 255, 255, 255, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(52, 97, 176, 65, 3, 6, 149, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(52, 97, 176, 65, 3, 9, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(52, 97, 176, 65, 3, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(52, 97, 176, 65, 3, 11, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 80)",,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,2024-12-02 12:52:00,,,,,8,1102077360,,,,,,,,,,,
