active_calories,active_time,activity_type,current_activity_type_intensity,cycles,cycles_to_calories,cycles_to_distance,data,data16,distance,duration_min,enabled,event,event_type,garmin_product,heart_rate,intensity,local_timestamp,manufacturer,number,resting_metabolic_rate,serial_number,software_version,steps,stress_level_time,stress_level_value,time_created,timestamp,timestamp_16,type,unknown_0,unknown_1,unknown_14,unknown_15,unknown_16,unknown_2,unknown_253,unknown_3,unknown_37,unknown_38,unknown_4,unknown_6,unknown_7,unknown_8,version
,,,,,,,,,,,,,,4063,,,,garmin,32,,3488215908,,,,,2024-11-23 03:14:00,,,monitoring_b,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4063,,,,garmin,,,3488215908,3.25,,,,,2024-11-23 03:14:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,200,,,,,,,,,
,,"(6, 1)",,,"(0.0394, 0.124)","(1.6016, 2.4024)",,,,,,,,,,,2024-11-23 11:14:00,,,1952,,,,,,,2024-11-23 03:14:00,,,,,,,,,,,,,,,"(7500, 7500)",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(120, 252, 163, 65, 0, 2, 0, 218, 158, 0, 0, 181, 61, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(120, 252, 163, 65, 0, 3, 0, 255, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
9,435.0,walking,,,,,,,101.7,674,,,,,,,,,,,,,127,,,,2024-11-23 03:14:00,,,,,,,,,,,,,,,,,
0,60.0,running,,,,,,,27.63,674,,,,,,,,,,,,,23,,,,2024-11-23 03:14:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-23 03:14:00,,,,,,,,,,,0,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,50,,,,,1101266040,,,,,,,,
,,,,,,,,,,,on,,,,,,,,,,,,,,,,,,,,,,,,,1101266040,,,,,,,,
,,,,,,,200,200,,,,78,marker,,,,,,,,,,,,,,2024-11-23 03:14:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(210, 165, 82, 192)",,,,,,,,,
,,,,,,,7,7,,,,54,marker,,,,,,,,,,,,,,2024-11-23 03:15:00,,,,,0,1101264780,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-23 03:15:00,47,,,,,,,,,,-29,,96,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285,,,,,,1101266100,,,,,,,,
,,,,,,,,,,,,,,,71,,,,,,,,,,,,,64692,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16, 144, 40, 185)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-23 03:16:00,48,,,,,,,,,,-31,,96,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1460,,,,,,1101266160,,,,,,,,
,,,,,,,,,,,,,,,74,,,,,,,,,,,,,64752,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 24)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-23 03:17:00,60,,,,,,,,,,-47,,95,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444,,,,,,1101266220,,,,,,,,
,,,,,,,,,,,,,,,76,,,,,,,,,,,,,64812,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 64, 1, 32)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-23 03:18:00,45,,,,,,,,,,-26,,95,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414,,,,,,1101266280,,,,,,,,
,,,,,,,,,,,,,,,77,,,,,,,,,,,,,64872,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(4, 0, 4, 240)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-23 03:19:00,47,,,,,,,,,,-29,,95,,,1,,,,
